Difficulty,Trial,Solver,Time(ms),Steps,NodesExpanded,MemoryUsed(bytes),Seed,BoardState
17,2,A* Search,12,15,60,27560504,1746611423098,"[1, 3, 4, 8, 6, 2, 10, 7, 5, 14, 11, 0, 9, 13, 15, 12]"
17,3,Greedy Best-First Search,15,63,3312,30193392,1746611423127,"[2, 4, 3, 8, 1, 5, 11, 7, 9, 6, 10, 0, 13, 14, 15, 12]"
17,3,A* Search,12,17,335,27804152,1746611423127,"[2, 4, 3, 8, 1, 5, 11, 7, 9, 6, 10, 0, 13, 14, 15, 12]"
17,4,Greedy Best-First Search,25,59,1199,29438400,1746611423159,"[1, 2, 3, 4, 0, 5, 6, 8, 13, 14, 9, 11, 15, 10, 7, 12]"
17,4,A* Search,25,17,165,28465904,1746611423159,"[1, 2, 3, 4, 0, 5, 6, 8, 13, 14, 9, 11, 15, 10, 7, 12]"
17,5,Greedy Best-First Search,25,25,181,28468888,1746611423214,"[1, 3, 4, 8, 0, 5, 2, 6, 9, 14, 7, 12, 10, 13, 11, 15]"
17,5,A* Search,24,17,136,28486392,1746611423214,"[1, 3, 4, 8, 0, 5, 2, 6, 9, 14, 7, 12, 10, 13, 11, 15]"
18,1,Greedy Best-First Search,25,14,35,28332176,1746611423268,"[1, 3, 4, 8, 6, 2, 10, 7, 5, 9, 12, 15, 13, 14, 11, 0]"
18,1,A* Search,23,14,35,28224928,1746611423268,"[1, 3, 4, 8, 6, 2, 10, 7, 5, 9, 12, 15, 13, 14, 11, 0]"
18,2,Greedy Best-First Search,25,26,351,28736176,1746611423320,"[1, 6, 2, 3, 5, 10, 11, 8, 0, 9, 7, 4, 13, 14, 15, 12]"
18,2,A* Search,24,16,367,28475696,1746611423320,"[1, 6, 2, 3, 5, 10, 11, 8, 0, 9, 7, 4, 13, 14, 15, 12]"
18,3,Greedy Best-First Search,25,48,754,29072328,1746611423375,"[0, 3, 15, 4, 2, 1, 5, 8, 9, 7, 6, 11, 13, 10, 14, 12]"
18,3,A* Search,23,18,77,28384792,1746611423375,"[0, 3, 15, 4, 2, 1, 5, 8, 9, 7, 6, 11, 13, 10, 14, 12]"
18,4,Greedy Best-First Search,23,14,39,28526832,1746611423427,"[1, 2, 4, 8, 5, 0, 6, 11, 9, 15, 3, 7, 13, 10, 14, 12]"
18,4,A* Search,24,14,67,28461120,1746611423427,"[1, 2, 4, 8, 5, 0, 6, 11, 9, 15, 3, 7, 13, 10, 14, 12]"
18,5,Greedy Best-First Search,25,16,80,28363904,1746611423479,"[2, 5, 3, 4, 1, 10, 6, 11, 0, 9, 8, 7, 13, 14, 15, 12]"
18,5,A* Search,23,14,80,28332352,1746611423479,"[2, 5, 3, 4, 1, 10, 6, 11, 0, 9, 8, 7, 13, 14, 15, 12]"
19,1,Greedy Best-First Search,23,21,261,28509144,1746611423533,"[1, 2, 3, 4, 0, 5, 7, 8, 9, 10, 14, 11, 13, 6, 15, 12]"
19,1,A* Search,25,17,1244,29414208,1746611423533,"[1, 2, 3, 4, 0, 5, 7, 8, 9, 10, 14, 11, 13, 6, 15, 12]"
19,2,Greedy Best-First Search,28,45,1785,30170104,1746611423586,"[1, 0, 6, 2, 5, 8, 4, 3, 9, 10, 7, 15, 13, 14, 12, 11]"
19,2,A* Search,31,17,103,28608472,1746611423586,"[1, 0, 6, 2, 5, 8, 4, 3, 9, 10, 7, 15, 13, 14, 12, 11]"
19,3,Greedy Best-First Search,44,109,12071,42043888,1746611423649,"[1, 2, 7, 4, 3, 5, 8, 11, 9, 6, 15, 10, 13, 14, 0, 12]"
19,3,A* Search,15,19,538,27274272,1746611423649,"[1, 2, 7, 4, 3, 5, 8, 11, 9, 6, 15, 10, 13, 14, 0, 12]"
19,4,Greedy Best-First Search,26,45,1858,30425584,1746611423714,"[1, 2, 3, 8, 10, 4, 0, 6, 5, 14, 7, 12, 9, 13, 11, 15]"
19,4,A* Search,23,19,365,28581640,1746611423714,"[1, 2, 3, 8, 10, 4, 0, 6, 5, 14, 7, 12, 9, 13, 11, 15]"
19,5,Greedy Best-First Search,27,47,1101,29350408,1746611423768,"[1, 3, 4, 0, 5, 2, 7, 8, 9, 14, 10, 15, 6, 13, 12, 11]"
19,5,A* Search,29,19,236,28580864,1746611423768,"[1, 3, 4, 0, 5, 2, 7, 8, 9, 14, 10, 15, 6, 13, 12, 11]"
20,1,Greedy Best-First Search,25,50,722,28917280,1746611423829,"[2, 3, 15, 4, 1, 5, 8, 11, 9, 7, 14, 6, 13, 0, 10, 12]"
20,1,A* Search,25,20,77,28219560,1746611423829,"[2, 3, 15, 4, 1, 5, 8, 11, 9, 7, 14, 6, 13, 0, 10, 12]"
20,2,Greedy Best-First Search,23,20,87,28423016,1746611423885,"[5, 1, 4, 8, 2, 6, 3, 0, 13, 9, 7, 11, 10, 14, 15, 12]"
20,2,A* Search,25,20,673,28903440,1746611423885,"[5, 1, 4, 8, 2, 6, 3, 0, 13, 9, 7, 11, 10, 14, 15, 12]"
20,3,Greedy Best-First Search,25,44,1036,29289296,1746611423937,"[1, 2, 3, 4, 5, 8, 15, 11, 0, 9, 10, 7, 13, 14, 6, 12]"
20,3,A* Search,26,18,315,28624952,1746611423937,"[1, 2, 3, 4, 5, 8, 15, 11, 0, 9, 10, 7, 13, 14, 6, 12]"
20,4,Greedy Best-First Search,25,24,98,28563936,1746611423993,"[1, 2, 4, 8, 5, 6, 3, 11, 13, 9, 0, 7, 15, 10, 14, 12]"
20,4,A* Search,23,18,297,28546944,1746611423993,"[1, 2, 4, 8, 5, 6, 3, 11, 13, 9, 0, 7, 15, 10, 14, 12]"
20,5,Greedy Best-First Search,25,50,1415,29691808,1746611424046,"[1, 7, 2, 3, 9, 5, 8, 4, 0, 6, 10, 15, 13, 14, 12, 11]"
20,5,A* Search,19,16,73,27340240,1746611424046,"[1, 7, 2, 3, 9, 5, 8, 4, 0, 6, 10, 15, 13, 14, 12, 11]"
21,1,Greedy Best-First Search,13,25,642,28017400,1746611424094,"[1, 3, 4, 0, 2, 7, 6, 8, 5, 9, 10, 15, 13, 14, 12, 11]"
21,1,A* Search,14,19,451,27882336,1746611424094,"[1, 3, 4, 0, 2, 7, 6, 8, 5, 9, 10, 15, 13, 14, 12, 11]"
21,2,Greedy Best-First Search,16,31,188,27723416,1746611424125,"[1, 2, 3, 4, 5, 9, 8, 11, 10, 13, 6, 0, 14, 15, 7, 12]"
21,2,A* Search,13,21,1579,28613480,1746611424125,"[1, 2, 3, 4, 5, 9, 8, 11, 10, 13, 6, 0, 14, 15, 7, 12]"
21,3,Greedy Best-First Search,23,99,5900,33144640,1746611424159,"[2, 0, 3, 8, 1, 4, 5, 11, 9, 6, 14, 7, 13, 15, 10, 12]"
21,3,A* Search,12,21,336,28158912,1746611424159,"[2, 0, 3, 8, 1, 4, 5, 11, 9, 6, 14, 7, 13, 15, 10, 12]"
21,4,Greedy Best-First Search,11,13,109,27221864,1746611424199,"[1, 2, 4, 8, 5, 6, 3, 11, 13, 10, 7, 0, 14, 9, 15, 12]"
21,4,A* Search,11,13,61,27218960,1746611424199,"[1, 2, 4, 8, 5, 6, 3, 11, 13, 10, 7, 0, 14, 9, 15, 12]"
21,5,Greedy Best-First Search,28,47,1408,29622200,1746611424226,"[1, 7, 2, 3, 5, 6, 8, 4, 9, 0, 10, 15, 13, 14, 12, 11]"
21,5,A* Search,23,15,109,28364568,1746611424226,"[1, 7, 2, 3, 5, 6, 8, 4, 9, 0, 10, 15, 13, 14, 12, 11]"
22,1,Greedy Best-First Search,25,42,1040,29308288,1746611424282,"[1, 2, 3, 4, 6, 10, 9, 11, 5, 15, 0, 7, 13, 14, 12, 8]"
22,1,A* Search,26,18,311,28559960,1746611424282,"[1, 2, 3, 4, 6, 10, 9, 11, 5, 15, 0, 7, 13, 14, 12, 8]"
22,2,Greedy Best-First Search,27,44,548,28849840,1746611424339,"[1, 2, 7, 3, 5, 0, 6, 4, 13, 14, 11, 8, 10, 15, 9, 12]"
22,2,A* Search,25,20,841,29031328,1746611424339,"[1, 2, 7, 3, 5, 0, 6, 4, 13, 14, 11, 8, 10, 15, 9, 12]"
22,3,Greedy Best-First Search,26,22,93,28655728,1746611424395,"[5, 1, 4, 8, 2, 6, 3, 11, 13, 9, 0, 7, 10, 14, 15, 12]"
22,3,A* Search,24,22,1096,29293744,1746611424395,"[5, 1, 4, 8, 2, 6, 3, 11, 13, 9, 0, 7, 10, 14, 15, 12]"
22,4,Greedy Best-First Search,37,102,7123,35988944,1746611424450,"[1, 3, 4, 8, 14, 0, 10, 7, 2, 6, 9, 12, 5, 13, 11, 15]"
22,4,A* Search,27,22,338,28499048,1746611424450,"[1, 3, 4, 8, 14, 0, 10, 7, 2, 6, 9, 12, 5, 13, 11, 15]"
22,5,Greedy Best-First Search,25,16,54,28359568,1746611424518,"[1, 3, 0, 4, 6, 2, 14, 7, 5, 10, 12, 8, 9, 13, 11, 15]"
22,5,A* Search,24,16,94,28405720,1746611424518,"[1, 3, 0, 4, 6, 2, 14, 7, 5, 10, 12, 8, 9, 13, 11, 15]"
23,1,Greedy Best-First Search,25,15,56,28440984,1746611424572,"[1, 7, 2, 4, 6, 14, 3, 8, 5, 10, 11, 0, 9, 13, 15, 12]"
23,1,A* Search,26,15,72,28489760,1746611424572,"[1, 7, 2, 4, 6, 14, 3, 8, 5, 10, 11, 0, 9, 13, 15, 12]"
23,2,Greedy Best-First Search,28,91,3450,32071920,1746611424629,"[5, 1, 3, 4, 2, 10, 9, 8, 13, 0, 6, 11, 14, 7, 15, 12]"
23,2,A* Search,25,21,1099,29325016,1746611424629,"[5, 1, 3, 4, 2, 10, 9, 8, 13, 0, 6, 11, 14, 7, 15, 12]"
23,3,Greedy Best-First Search,25,15,65,28315816,1746611424686,"[1, 6, 2, 4, 0, 9, 7, 8, 3, 5, 10, 11, 13, 14, 15, 12]"
23,3,A* Search,24,15,151,28409080,1746611424686,"[1, 6, 2, 4, 0, 9, 7, 8, 3, 5, 10, 11, 13, 14, 15, 12]"
23,4,Greedy Best-First Search,24,19,62,28203080,1746611424740,"[1, 3, 8, 0, 14, 2, 4, 7, 6, 5, 10, 12, 9, 13, 11, 15]"
23,4,A* Search,23,19,145,28612936,1746611424740,"[1, 3, 8, 0, 14, 2, 4, 7, 6, 5, 10, 12, 9, 13, 11, 15]"
23,5,Greedy Best-First Search,25,43,1789,30140000,1746611424792,"[1, 8, 7, 2, 6, 4, 0, 3, 5, 9, 10, 12, 13, 14, 11, 15]"
23,5,A* Search,25,19,277,28651424,1746611424792,"[1, 8, 7, 2, 6, 4, 0, 3, 5, 9, 10, 12, 13, 14, 11, 15]"
24,1,Greedy Best-First Search,28,24,1420,29667896,1746611424848,"[1, 9, 2, 3, 5, 6, 8, 4, 10, 7, 12, 15, 13, 14, 11, 0]"
24,1,A* Search,25,20,764,29048328,1746611424848,"[1, 9, 2, 3, 5, 6, 8, 4, 10, 7, 12, 15, 13, 14, 11, 0]"
24,2,Greedy Best-First Search,15,20,53,26970840,1746611424907,"[1, 2, 4, 8, 5, 6, 3, 11, 13, 15, 0, 7, 10, 9, 14, 12]"
24,2,A* Search,24,16,92,28497048,1746611424907,"[1, 2, 4, 8, 5, 6, 3, 11, 13, 15, 0, 7, 10, 9, 14, 12]"
24,3,Greedy Best-First Search,26,46,2088,30440448,1746611424950,"[1, 4, 2, 8, 9, 5, 3, 7, 0, 6, 10, 12, 13, 14, 11, 15]"
24,3,A* Search,23,16,228,28381168,1746611424950,"[1, 4, 2, 8, 9, 5, 3, 7, 0, 6, 10, 12, 13, 14, 11, 15]"
24,4,Greedy Best-First Search,24,50,497,28695136,1746611425004,"[1, 2, 3, 8, 5, 14, 4, 6, 9, 7, 11, 12, 10, 13, 15, 0]"
24,4,A* Search,28,24,4361,32350400,1746611425004,"[1, 2, 3, 8, 5, 14, 4, 6, 9, 7, 11, 12, 10, 13, 15, 0]"
24,5,Greedy Best-First Search,15,32,155,27639256,1746611425061,"[5, 1, 4, 8, 2, 6, 3, 11, 13, 9, 14, 7, 15, 0, 10, 12]"
24,5,A* Search,15,22,406,27807848,1746611425061,"[5, 1, 4, 8, 2, 6, 3, 11, 13, 9, 14, 7, 15, 0, 10, 12]"
25,1,Greedy Best-First Search,15,21,93,27642008,1746611425095,"[5, 1, 7, 3, 2, 6, 4, 8, 9, 15, 14, 11, 13, 10, 0, 12]"
25,1,A* Search,13,19,360,28495360,1746611425095,"[5, 1, 7, 3, 2, 6, 4, 8, 9, 15, 14, 11, 13, 10, 0, 12]"
25,2,Greedy Best-First Search,35,35,15297,40709536,1746611425128,"[1, 3, 4, 8, 2, 5, 11, 10, 6, 9, 7, 0, 13, 14, 15, 12]"
25,2,A* Search,13,21,1226,28370088,1746611425128,"[1, 3, 4, 8, 2, 5, 11, 10, 6, 9, 7, 0, 13, 14, 15, 12]"
25,3,Greedy Best-First Search,15,5,12,27122160,1746611425180,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 0, 13, 11, 15]"
25,3,A* Search,25,5,12,28495872,1746611425180,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 0, 13, 11, 15]"
25,4,Greedy Best-First Search,23,41,248,28589864,1746611425225,"[1, 2, 4, 11, 5, 8, 3, 7, 9, 0, 6, 14, 13, 15, 10, 12]"
25,4,A* Search,24,19,122,28478736,1746611425225,"[1, 2, 4, 11, 5, 8, 3, 7, 9, 0, 6, 14, 13, 15, 10, 12]"
25,5,Greedy Best-First Search,25,35,920,29163592,1746611425277,"[1, 2, 11, 7, 5, 8, 0, 3, 13, 6, 10, 4, 14, 9, 15, 12]"
25,5,A* Search,23,19,222,28577304,1746611425277,"[1, 2, 11, 7, 5, 8, 0, 3, 13, 6, 10, 4, 14, 9, 15, 12]"
26,1,Greedy Best-First Search,24,38,393,28654912,1746611425329,"[1, 2, 11, 7, 5, 0, 6, 3, 13, 9, 8, 4, 15, 10, 14, 12]"
26,1,A* Search,25,22,605,28839248,1746611425329,"[1, 2, 11, 7, 5, 0, 6, 3, 13, 9, 8, 4, 15, 10, 14, 12]"
26,2,Greedy Best-First Search,23,16,36,28293992,1746611425384,"[1, 3, 0, 8, 6, 2, 4, 7, 5, 13, 10, 12, 14, 9, 11, 15]"
26,2,A* Search,25,16,74,28264504,1746611425384,"[1, 3, 0, 8, 6, 2, 4, 7, 5, 13, 10, 12, 14, 9, 11, 15]"
26,3,Greedy Best-First Search,26,28,403,28784392,1746611425438,"[1, 11, 2, 4, 10, 3, 7, 0, 5, 9, 15, 6, 13, 14, 12, 8]"
26,3,A* Search,25,24,1782,29921928,1746611425438,"[1, 11, 2, 4, 10, 3, 7, 0, 5, 9, 15, 6, 13, 14, 12, 8]"
26,4,Greedy Best-First Search,14,44,689,28392008,1746611425495,"[5, 1, 3, 4, 2, 10, 8, 0, 9, 7, 15, 11, 13, 6, 14, 12]"
26,4,A* Search,11,16,109,27639960,1746611425495,"[5, 1, 3, 4, 2, 10, 8, 0, 9, 7, 15, 11, 13, 6, 14, 12]"
26,5,Greedy Best-First Search,27,84,2981,31673808,1746611425525,"[1, 2, 6, 3, 5, 8, 10, 11, 9, 15, 0, 7, 13, 4, 14, 12]"
26,5,A* Search,32,26,5922,33737136,1746611425525,"[1, 2, 6, 3, 5, 8, 10, 11, 9, 15, 0, 7, 13, 4, 14, 12]"
27,1,Greedy Best-First Search,13,35,396,28142904,1746611425589,"[1, 2, 3, 8, 5, 6, 7, 11, 13, 14, 9, 4, 10, 15, 0, 12]"
27,1,A* Search,27,25,11453,35510360,1746611425589,"[1, 2, 3, 8, 5, 6, 7, 11, 13, 14, 9, 4, 10, 15, 0, 12]"
27,2,Greedy Best-First Search,32,51,941,29134944,1746611425633,"[1, 2, 4, 8, 5, 6, 3, 11, 9, 14, 13, 7, 15, 10, 0, 12]"
27,2,A* Search,30,21,988,29025216,1746611425633,"[1, 2, 4, 8, 5, 6, 3, 11, 9, 14, 13, 7, 15, 10, 0, 12]"
27,3,Greedy Best-First Search,32,61,2143,30640232,1746611425700,"[1, 2, 3, 0, 5, 7, 10, 4, 9, 14, 11, 12, 6, 13, 8, 15]"
27,3,A* Search,29,25,6464,34196448,1746611425700,"[1, 2, 3, 0, 5, 7, 10, 4, 9, 14, 11, 12, 6, 13, 8, 15]"
27,4,Greedy Best-First Search,48,57,16995,47007696,1746611425766,"[1, 0, 4, 8, 14, 3, 2, 7, 6, 5, 10, 15, 9, 13, 12, 11]"
27,4,A* Search,24,23,297,28513912,1746611425766,"[1, 0, 4, 8, 14, 3, 2, 7, 6, 5, 10, 15, 9, 13, 12, 11]"
27,5,Greedy Best-First Search,29,53,417,217573960,1746611425844,"[1, 0, 2, 4, 8, 6, 3, 7, 5, 14, 10, 15, 9, 13, 12, 11]"
27,5,A* Search,42,27,14411,41753048,1746611425844,"[1, 0, 2, 4, 8, 6, 3, 7, 5, 14, 10, 15, 9, 13, 12, 11]"
28,1,Greedy Best-First Search,15,68,2608,29687920,1746611425920,"[1, 7, 2, 3, 6, 14, 8, 4, 5, 10, 0, 12, 9, 13, 11, 15]"
28,1,A* Search,15,16,66,27565376,1746611425920,"[1, 7, 2, 3, 6, 14, 8, 4, 5, 10, 0, 12, 9, 13, 11, 15]"
28,2,Greedy Best-First Search,11,18,48,27893328,1746611425955,"[0, 3, 6, 4, 2, 1, 11, 7, 13, 5, 10, 8, 14, 9, 15, 12]"
28,2,A* Search,13,18,75,27982728,1746611425955,"[0, 3, 6, 4, 2, 1, 11, 7, 13, 5, 10, 8, 14, 9, 15, 12]"
28,3,Greedy Best-First Search,11,44,427,27880768,1746611425984,"[1, 8, 0, 6, 5, 2, 4, 3, 9, 14, 7, 12, 10, 13, 11, 15]"
28,3,A* Search,11,22,832,28478528,1746611425984,"[1, 8, 0, 6, 5, 2, 4, 3, 9, 14, 7, 12, 10, 13, 11, 15]"
28,4,Greedy Best-First Search,12,38,1017,28640736,1746611426010,"[1, 3, 7, 2, 9, 0, 8, 4, 6, 5, 10, 11, 13, 14, 15, 12]"
28,4,A* Search,12,18,429,27886632,1746611426010,"[1, 3, 7, 2, 9, 0, 8, 4, 6, 5, 10, 11, 13, 14, 15, 12]"
28,5,Greedy Best-First Search,13,58,1838,29447976,1746611426038,"[1, 4, 8, 7, 5, 0, 3, 2, 14, 6, 10, 15, 9, 13, 12, 11]"
28,5,A* Search,13,24,782,28470376,1746611426038,"[1, 4, 8, 7, 5, 0, 3, 2, 14, 6, 10, 15, 9, 13, 12, 11]"
29,1,Greedy Best-First Search,14,41,553,27961848,1746611426069,"[2, 7, 4, 3, 1, 5, 0, 8, 13, 6, 9, 11, 15, 10, 14, 12]"
29,1,A* Search,13,25,3200,30121432,1746611426069,"[2, 7, 4, 3, 1, 5, 0, 8, 13, 6, 9, 11, 15, 10, 14, 12]"
29,2,Greedy Best-First Search,25,73,1519,29798632,1746611426102,"[1, 3, 7, 2, 14, 13, 8, 4, 5, 0, 10, 12, 9, 6, 11, 15]"
29,2,A* Search,32,27,6489,34210144,1746611426102,"[1, 3, 7, 2, 14, 13, 8, 4, 5, 0, 10, 12, 9, 6, 11, 15]"
29,3,Greedy Best-First Search,14,43,1390,28626688,1746611426162,"[1, 0, 2, 4, 10, 6, 3, 8, 5, 14, 7, 12, 9, 13, 11, 15]"
29,3,A* Search,11,13,73,27562312,1746611426162,"[1, 0, 2, 4, 10, 6, 3, 8, 5, 14, 7, 12, 9, 13, 11, 15]"
29,4,Greedy Best-First Search,25,27,788,29087168,1746611426192,"[1, 0, 6, 3, 9, 2, 5, 4, 7, 11, 10, 8, 13, 14, 15, 12]"
29,4,A* Search,24,19,465,28731288,1746611426192,"[1, 0, 6, 3, 9, 2, 5, 4, 7, 11, 10, 8, 13, 14, 15, 12]"
29,5,Greedy Best-First Search,25,29,182,28470912,1746611426245,"[1, 2, 4, 7, 5, 6, 3, 8, 14, 13, 11, 0, 9, 15, 10, 12]"
29,5,A* Search,25,17,225,28464200,1746611426245,"[1, 2, 4, 7, 5, 6, 3, 8, 14, 13, 11, 0, 9, 15, 10, 12]"
30,1,Greedy Best-First Search,25,46,1015,29243312,1746611426300,"[1, 6, 0, 2, 5, 3, 10, 8, 9, 7, 12, 4, 13, 14, 11, 15]"
30,1,A* Search,24,20,931,29173160,1746611426300,"[1, 6, 0, 2, 5, 3, 10, 8, 9, 7, 12, 4, 13, 14, 11, 15]"
30,2,Greedy Best-First Search,29,74,3928,32562280,1746611426354,"[1, 6, 2, 4, 10, 3, 8, 0, 5, 14, 7, 15, 9, 13, 12, 11]"
30,2,A* Search,17,18,105,27098568,1746611426354,"[1, 6, 2, 4, 10, 3, 8, 0, 5, 14, 7, 15, 9, 13, 12, 11]"
30,3,Greedy Best-First Search,31,86,5350,34801928,1746611426406,"[1, 4, 8, 7, 10, 3, 5, 0, 9, 14, 2, 15, 6, 13, 12, 11]"
30,3,A* Search,26,30,2187,30349480,1746611426406,"[1, 4, 8, 7, 10, 3, 5, 0, 9, 14, 2, 15, 6, 13, 12, 11]"
30,4,Greedy Best-First Search,12,42,280,27391376,1746611426467,"[1, 2, 0, 11, 5, 6, 8, 7, 13, 14, 4, 3, 10, 15, 9, 12]"
30,4,A* Search,17,28,7025,32716040,1746611426467,"[1, 2, 0, 11, 5, 6, 8, 7, 13, 14, 4, 3, 10, 15, 9, 12]"
30,5,Greedy Best-First Search,33,96,5316,34136656,1746611426501,"[1, 2, 4, 8, 5, 3, 14, 11, 13, 9, 0, 7, 6, 15, 10, 12]"
30,5,A* Search,27,24,1838,29931312,1746611426501,"[1, 2, 4, 8, 5, 3, 14, 11, 13, 9, 0, 7, 6, 15, 10, 12]"
31,1,Greedy Best-First Search,13,45,494,27555152,1746611426565,"[2, 3, 10, 5, 1, 7, 8, 6, 13, 0, 9, 4, 14, 15, 11, 12]"
31,1,A* Search,25,31,9833,34709952,1746611426565,"[2, 3, 10, 5, 1, 7, 8, 6, 13, 0, 9, 4, 14, 15, 11, 12]"
31,2,Greedy Best-First Search,30,67,1387,29736728,1746611426608,"[1, 6, 3, 8, 5, 10, 4, 7, 14, 0, 2, 11, 9, 13, 15, 12]"
31,2,A* Search,28,21,1331,29373136,1746611426608,"[1, 6, 3, 8, 5, 10, 4, 7, 14, 0, 2, 11, 9, 13, 15, 12]"
31,3,Greedy Best-First Search,26,33,903,29423384,1746611426670,"[1, 0, 4, 7, 9, 3, 8, 10, 6, 2, 5, 11, 13, 14, 15, 12]"
31,3,A* Search,24,23,1154,29344648,1746611426670,"[1, 0, 4, 7, 9, 3, 8, 10, 6, 2, 5, 11, 13, 14, 15, 12]"
31,4,Greedy Best-First Search,25,43,765,29011424,1746611426725,"[1, 2, 8, 11, 5, 7, 4, 9, 13, 0, 10, 3, 15, 14, 6, 12]"
31,4,A* Search,43,31,14412,41638544,1746611426725,"[1, 2, 8, 11, 5, 7, 4, 9, 13, 0, 10, 3, 15, 14, 6, 12]"
31,5,Greedy Best-First Search,22,93,6225,33403808,1746611426797,"[1, 2, 9, 4, 5, 3, 0, 8, 14, 6, 7, 11, 15, 13, 10, 12]"
31,5,A* Search,26,27,13138,36994400,1746611426797,"[1, 2, 9, 4, 5, 3, 0, 8, 14, 6, 7, 11, 15, 13, 10, 12]"
32,1,Greedy Best-First Search,14,52,836,28908712,1746611426849,"[1, 2, 7, 3, 5, 0, 6, 4, 14, 13, 11, 8, 15, 10, 9, 12]"
32,1,A* Search,13,20,331,28144928,1746611426849,"[1, 2, 7, 3, 5, 0, 6, 4, 14, 13, 11, 8, 15, 10, 9, 12]"
32,2,Greedy Best-First Search,11,40,1432,29031688,1746611426881,"[3, 8, 5, 4, 2, 0, 1, 11, 9, 6, 10, 7, 13, 14, 15, 12]"
32,2,A* Search,11,20,176,27645600,1746611426881,"[3, 8, 5, 4, 2, 0, 1, 11, 9, 6, 10, 7, 13, 14, 15, 12]"
32,3,Greedy Best-First Search,13,68,3070,30451160,1746611426908,"[1, 4, 0, 8, 7, 2, 10, 3, 14, 9, 13, 12, 6, 5, 11, 15]"
32,3,A* Search,12,28,1781,29204672,1746611426908,"[1, 4, 0, 8, 7, 2, 10, 3, 14, 9, 13, 12, 6, 5, 11, 15]"
32,4,Greedy Best-First Search,11,38,262,28403656,1746611426937,"[2, 4, 0, 11, 1, 5, 7, 8, 13, 6, 9, 3, 10, 14, 15, 12]"
32,4,A* Search,51,30,30550,49979984,1746611426937,"[2, 4, 0, 11, 1, 5, 7, 8, 13, 6, 9, 3, 10, 14, 15, 12]"
32,5,Greedy Best-First Search,40,102,13476,43076544,1746611427004,"[1, 3, 4, 8, 9, 6, 2, 7, 14, 5, 0, 15, 10, 13, 12, 11]"
32,5,A* Search,54,28,20962,48177336,1746611427004,"[1, 3, 4, 8, 9, 6, 2, 7, 14, 5, 0, 15, 10, 13, 12, 11]"
33,1,Greedy Best-First Search,33,55,1727,30065184,1746611427103,"[1, 2, 7, 3, 5, 11, 4, 8, 13, 10, 9, 0, 15, 14, 6, 12]"
33,1,A* Search,48,27,12423,39715544,1746611427103,"[1, 2, 7, 3, 5, 11, 4, 8, 13, 10, 9, 0, 15, 14, 6, 12]"
33,2,Greedy Best-First Search,16,71,1173,28006808,1746611427190,"[1, 2, 4, 8, 5, 9, 3, 14, 10, 0, 7, 12, 6, 13, 11, 15]"
33,2,A* Search,189,31,106179,55366176,1746611427190,"[1, 2, 4, 8, 5, 9, 3, 14, 10, 0, 7, 12, 6, 13, 11, 15]"
